fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.1374228445,0.0121718462,1.0730142186,-0.0275230379,-0.5198424432,-0.9440510171,-0.6526092298,1.6177957374,-1.2378882816,-0.4020415159,-1.0537836879,1
-0.4133242175,0.5147974951,0.2516637782,-0.2402998516,-0.1161480189,-0.8484501573,0.2289750215,-0.0777176579,0.3166521384,-0.8150038621,-0.9599457954,0
1.1374228445,-0.6579956857,0.7650078035,-0.0984486425,2.6672188013,-0.9440510171,-0.9870032561,1.405856563,-0.7844806591,-0.2250576532,-0.8661079028,1
1.1374228445,-0.5463010971,0.8676766085,-0.0984486425,2.6884658763,-1.0396518769,-1.04780217,1.405856563,-0.7844806591,-0.1660630323,-0.8661079028,1
-0.5281943702,-1.3281632177,0.5596701934,-0.5949278744,-0.5410895182,-0.6572484377,-0.5006119451,0.0282519293,0.6405147259,-0.7560092413,-0.8661079028,1
1.1374228445,0.0121718462,1.0730142186,-0.0275230379,-0.5198424432,-0.9440510171,-0.6526092298,1.6177957374,-1.2378882816,-0.4020415159,-1.0537836879,1
-0.2410189884,0.0121718462,-0.159011442,-0.3821510607,-0.3286187686,-0.0836432788,1.7793473254,-0.3956264195,-0.2663005191,-0.6970146204,-0.9599457954,1
0.3907668517,-0.3787592141,0.2003293757,0.1852537758,0.1175698057,0.2987601604,1.5665511269,0.743546643,0.0575620684,-0.1660630323,-0.8661079028,1
0.1610265462,-0.3229119198,0.1489949732,0.3271049849,-0.2436304687,1.3503696182,2.6913310336,0.4521302782,-0.0719829666,-0.7560092413,-0.9599457954,0
-0.5281943702,-0.9372321574,0.0976605707,0.0434025666,-0.0099126441,0.967966179,0.7761652464,-0.1571948483,0.5109696909,0.1289100722,0.5414604848,0
-0.7004995994,-0.9930794517,0.0976605707,-0.0275230379,0.1813110306,0.3943610202,0.1985755646,-0.2896568323,0.7052872434,-0.0480737905,0.5414604848,1
0.7353773099,0.1797137292,-0.2103458445,0.6108074031,0.3087934804,2.0195756369,1.3841543852,1.5118261502,-0.0719829666,-0.0480737905,-0.3030805478,0
0.7353773099,1.3525069101,-0.7750242723,0.2561793803,-0.1161480189,1.3503696182,0.8369641603,1.008470611,-0.0719829666,-0.1070684114,-0.0215668702,1
0.8502474626,0.7381866725,0.6110045959,0.468956194,-0.094900944,0.48996188,0.3809723062,1.140932595,0.3814246559,0.3058939349,1.0106499474,1
0.7353773099,1.3525069101,-0.7750242723,0.2561793803,-0.1161480189,1.3503696182,0.8369641603,1.008470611,-0.0719829666,-0.1070684114,-0.0215668702,1
0.8502474626,0.7381866725,0.6110045959,0.468956194,-0.094900944,0.48996188,0.3809723062,1.140932595,0.3814246559,0.3058939349,1.0106499474,1
0.5630720808,0.4589502008,-0.0563426369,0.6108074031,0.0538285808,0.8723653192,1.2321571005,1.5913033406,-0.4606180716,-0.2250576532,-0.6784321178,0
-0.2984540648,0.5147974951,-1.13436509,-0.169374247,-0.1798892438,-0.9440510171,-0.8654054283,0.3196682942,-0.1367554841,-0.1660630323,-1.0537836879,0
1.1374228445,0.3472556122,0.7650078035,0.1852537758,0.0538285808,1.8283739172,0.8065647034,1.1939173886,-0.2015280016,0.246899314,-0.8661079028,1
0.9651176154,-0.2112173311,-0.3643490521,6.0011533493,-0.3498658435,-0.2748449984,0.1073771937,2.5185372286,-0.9787982116,0.1879046931,-1.1476215804,1
0.9651176154,-0.2112173311,-0.3643490521,6.0011533493,-0.3498658435,-0.2748449984,0.1073771937,2.5185372286,-0.9787982116,0.1879046931,-1.1476215804,1
1.8840788373,0.0121718462,1.9970334641,0.7881214145,0.7124879047,-0.9440510171,-0.9870032561,0.5580998654,-1.6912959041,0.4828777975,1.0106499474,1
1.1374228445,-0.4904538027,1.1756830237,1.3909890532,0.4150288552,-1.0396518769,-1.017402713,0.6640694526,-0.2015280016,1.0138293856,1.0106499474,0
2.917910212,-1.4398578063,1.791695854,0.0434025666,-0.1161480189,-0.9440510171,-0.7742070575,1.8297349118,-0.9787982116,0.0699154513,-0.6784321178,1
1.36716315,-0.3787592141,0.6110045959,-0.3821510607,-0.5623365932,-0.8484501573,-0.9566037992,0.7170542462,-0.8492531766,-0.2250576532,-0.8661079028,0
1.0799877681,-0.9372321574,1.8943646591,0.2561793803,0.7337349796,-0.5616475779,-0.1662179187,0.6640694526,-0.5253905891,0.0109208304,1.9490288725,1
1.0799877681,-0.9372321574,1.8943646591,0.2561793803,0.7337349796,-0.5616475779,-0.1662179187,0.6640694526,-0.5253905891,0.0109208304,1.9490288725,1
-0.183583912,0.2914083178,0.0463261681,0.468956194,-0.4561012183,0.48996188,2.0529424379,0.2931758973,-0.5901631066,-0.6970146204,-0.9599457954,1
0.0461563935,0.1797137292,-0.9803618824,-0.3112254561,0.3725347052,0.011957581,-0.0750195479,-0.5015960067,-1.1731157641,-0.8150038621,0.5414604848,0
-0.2410189884,0.6823393781,-1.3397027001,-0.0275230379,-0.2011363188,0.1075584408,-0.2574162895,-0.2366720387,0.1871071034,0.4828777975,1.1983257324,1
2.0563840664,0.9336522026,1.3296862313,0.6108074031,0.8612174294,-0.8484501573,-0.7742070575,1.2998869758,-0.9140256941,1.0728240065,1.667515195,1
0.3333317753,-0.5463010971,0.9190110111,-0.4530766652,-0.7535602678,-0.9440510171,-0.9262043422,-1.0314439427,0.2518796209,0.246899314,1.9490288725,1
-0.2984540648,-0.5463010971,0.2516637782,0.1852537758,-0.1586421689,1.2547687584,0.3505728493,0.346160691,-0.0072104491,-0.1070684114,-0.1154047627,0
2.3435594483,-0.2112173311,1.5863582439,0.3271049849,0.3300405553,1.1591678986,1.5969505838,2.1476436734,-0.9787982116,2.0167379408,1.0106499474,1
2.4009945246,-1.384010512,1.3810206338,-0.169374247,-0.1161480189,-0.3704458583,-0.531011402,1.5648109438,-1.3026607991,4.140544293,-0.5845942253,1
2.2286892955,-1.048926746,1.1756830237,-0.0984486425,-0.4561012183,-0.5616475779,-0.7742070575,1.7237653246,-1.2378882816,3.0786411169,-1.1476215804,1
1.3097280736,-0.6021483914,1.0730142186,0.1143281712,-0.4773482933,-1.0396518769,-0.8654054283,0.2401911037,-0.6549356241,1.2498078692,0.8229741624,1
1.4820333027,-0.7696902744,1.0216798161,-0.5240022698,0.6487466798,-0.9440510171,-0.9870032561,0.7700390398,-0.0719829666,0.5418724184,-0.5845942253,1
1.4820333027,-0.7696902744,1.0216798161,-0.5240022698,0.6487466798,-0.9440510171,-0.9870032561,0.7700390398,-0.0719829666,0.5418724184,-0.5845942253,1
2.0563840664,0.2355610235,1.1756830237,0.0434025666,-0.1161480189,-0.9440510171,-0.4398130312,2.0416740862,-1.2378882816,0.7188562811,0.2599468073,1
-0.7579346757,0.8778049083,-1.3910371026,-0.4530766652,-0.4348541434,2.3063782163,0.502570134,0.611084659,1.8711925584,0.8958401438,-0.4907563328,0
-0.9876749812,1.6038197345,-1.2883682975,0.1143281712,-0.3286187686,0.1075584408,-0.3790141173,-0.6605503875,1.7416475234,1.367797111,1.7613530875,1
3.1476505175,-0.2112173311,2.0483678666,0.3271049849,0.1175698057,-0.9440510171,-0.9566037992,0.9819782142,-1.8856134567,1.6037755946,1.47983941,1
0.7353773099,0.1797137292,0.2003293757,0.1852537758,0.0325815058,-0.0836432788,-0.014220634,0.611084659,-1.3026607991,1.5447809737,-0.3969184403,1
0.448201928,1.4362778515,-1.3910371026,0.0434025666,0.1175698057,-0.4660467181,-0.5614108589,1.405856563,0.3166521384,1.1908132483,-0.9599457954,1
1.36716315,0.7940339668,-0.261680247,0.1143281712,0.4150288552,0.1075584408,-0.3790141173,1.935704499,-0.2015280016,1.898748699,-0.4907563328,1
0.448201928,1.4921251459,-1.3910371026,0.0434025666,0.1813110306,-0.4660467181,-0.6222097728,1.405856563,0.2518796209,1.0138293856,-0.9599457954,1
-0.3558891411,0.7661103196,-1.3910371026,-0.0984486425,0.0538285808,-0.7528492975,-0.8350059714,0.346160691,-0.2663005191,0.4238831767,-1.0537836879,0
2.9753452883,0.0121718462,2.6643806969,1.6037658669,0.6912408297,0.6811635996,0.9281625311,2.6774916094,-0.8492531766,0.6598616602,2.4182183351,0
-1.2748503631,-1.7749415723,0.6623389984,-0.807704688,-0.4561012183,2.3541786462,3.6033147418,-2.9388965123,-0.3958455541,-0.4020415159,1.3860015175,1
-0.9302399048,1.2408123214,-1.3397027001,-0.0984486425,-0.2011363188,0.1075584408,-0.4398130312,-0.6605503875,1.5473299709,-0.2840522741,2.2305425501,1
1.8266437609,-0.6579956857,1.2783518287,0.3271049849,-0.1586421689,1.2547687584,0.2593744784,1.7767501182,-0.3310730366,1.3088024901,0.5414604848,0
1.2522929972,-0.6021483914,1.9970334641,0.2916421826,0.6062525298,-0.3704458583,-0.531011402,0.1342215165,-0.4606180716,0.5418724184,1.1983257324,1
2.0563840664,-0.5463010971,1.9970334641,0.3980305894,0.4575230051,-0.5616475779,-0.7134081436,1.7237653246,-1.0435707291,1.1318186274,-0.0215668702,1
2.458429601,-0.8255375687,1.9970334641,0.0434025666,0.0113344309,-0.5616475779,-0.1662179187,2.2536132606,-0.9140256941,0.1289100722,-0.5845942253,1
-0.0687137593,0.9615758498,-0.2103458445,-0.3821510607,0.2450522555,-0.1792441386,1.0497603589,0.2931758973,-0.7844806591,0.246899314,-0.9599457954,0
0.1610265462,-0.4346065084,0.2003293757,0.0434025666,-0.0311597191,0.48996188,0.1073771937,0.7700390398,0.3814246559,1.4857863528,-0.4907563328,1
2.0563840664,0.2914083178,1.9970334641,-0.0275230379,-0.3286187686,-0.9440510171,-0.2878157465,1.2998869758,-1.6912959041,-0.5790253786,-0.3969184403,0
2.4009945246,-0.3787592141,1.8430302565,-0.3821510607,-0.3498658435,-0.9440510171,-0.9566037992,1.0879478014,-2.0799310092,1.2498078692,-0.2092426553,0
2.5732997538,0.486873848,1.9970334641,2.3130219124,-0.094900944,-0.8484501573,-0.1358184618,2.8894307838,-1.5617508691,0.4238831767,-0.3969184403,1
0.9651176154,-0.6021483914,1.1756830237,0.6108074031,0.4150288552,-0.8484501573,-0.7742070575,0.611084659,-0.3310730366,1.6037755946,1.292163625,1
2.5732997538,0.486873848,1.9970334641,2.3130219124,-0.094900944,-0.8484501573,-0.1358184618,2.8894307838,-1.5617508691,0.4238831767,-0.3969184403,1
1.1948579209,0.2634846707,1.7403614515,0.0434025666,-0.2436304687,-0.4660467181,-0.6830086867,1.7237653246,-0.9787982116,0.1879046931,-1.3352973654,0
1.1374228445,-1.048926746,1.2783518287,0.1852537758,1.5198767533,-0.0836432788,0.8673636172,1.6177957374,-0.8492531766,-0.1070684114,-0.9599457954,0
0.6205071572,-1.4398578063,1.3296862313,-0.0984486425,-0.2861246186,-0.9440510171,-0.8654054283,-0.2896568323,-0.7197081416,2.7836680125,1.47983941,1
-0.8153697521,1.3245832629,-1.2883682975,-0.169374247,-0.5198424432,1.8283739172,0.502570134,0.3991454846,1.6768750059,0.7188562811,-0.4907563328,0
-0.2410189884,-1.6073996893,0.6623389984,-0.6658534789,-0.668571968,-0.4660467181,-0.6526092298,-0.0247328643,0.0575620684,1.2498078692,-1.616811043,1
0.448201928,-1.384010512,1.0730142186,-0.5240022698,-0.4348541434,0.967966179,-0.014220634,-0.0247328643,0.0575620684,2.2527164244,0.1661089148,1
-0.5281943702,0.1238664349,-0.261680247,-0.2402998516,0.3937817802,-0.3704458583,0.7761652464,-0.4486112131,-1.6912959041,-0.1660630323,-1.1476215804,0
3.2625206702,-0.6579956857,1.8430302565,0.8945098213,0.0325815058,-0.9440510171,0.0161788229,2.465552435,-1.9503859742,0.8958401438,0.3537846998,1
1.8266437609,0.0680191405,2.2537054767,1.3200634486,0.7762291296,-0.9440510171,-0.9566037992,0.876008627,-1.9503859742,1.0138293856,1.292163625,1
1.8266437609,-0.4346065084,1.1756830237,0.3271049849,-0.2011363188,0.2987601604,0.0161788229,1.8827197054,-0.3310730366,2.6656787707,0.5414604848,1
0.6205071572,-1.4398578063,1.3296862313,-0.0984486425,-0.2861246186,-0.9440510171,-0.8654054283,-0.2896568323,-0.7197081416,2.7836680125,1.47983941,1
1.7692086846,0.5427211423,1.9970334641,2.5967243306,0.0113344309,-0.9440510171,-0.6830086867,1.0879478014,-1.3026607991,1.9577433199,2.6997320126,1
-0.0112786829,-0.6021483914,0.5596701934,-0.0275230379,0.1388168806,0.7767644594,0.4113717631,0.611084659,-0.0072104491,0.246899314,0.3537846998,1
-0.0112786829,-1.4957051006,0.7650078035,-0.3821510607,-0.1586421689,-0.4660467181,-0.5918103159,0.346160691,-0.6549356241,0.8368455229,-0.9599457954,1
3.0902154411,-0.6300720386,2.0997022692,0.2561793803,-0.052406794,0.1075584408,-0.1054190048,2.465552435,-1.6265233866,0.8368455229,-0.3969184403,1
-0.0112786829,-1.4957051006,0.7650078035,-0.3821510607,-0.1586421689,-0.4660467181,-0.5918103159,0.346160691,-0.6549356241,0.8368455229,-0.9599457954,1
-0.0112786829,-1.4957051006,0.7650078035,-0.3821510607,-0.1586421689,-0.4660467181,-0.5918103159,0.346160691,-0.6549356241,0.8368455229,-0.9599457954,1
-0.3558891411,-0.0995227425,0.0463261681,-0.3112254561,-0.0099126441,0.6811635996,0.2289750215,0.6640694526,0.7052872434,0.4828777975,-1.1476215804,0
-0.5281943702,0.5706447895,-1.0316962849,-0.0984486425,0.0538285808,-0.4660467181,-0.2878157465,0.611084659,0.7700597609,0.6008670393,-0.6784321178,1
-0.2984540648,0.0680191405,-0.0563426369,-0.3821510607,0.0113344309,0.6811635996,0.0465782799,0.7170542462,0.6405147259,0.4828777975,-1.1476215804,1
-0.0112786829,0.7381866725,-0.6210210647,-0.4530766652,-0.1798892438,0.1075584408,-0.1358184618,0.2401911037,-0.0072104491,-0.6970146204,-0.7722700103,1
-0.2984540648,-0.3787592141,-0.0563426369,-0.4530766652,0.0113344309,0.6811635996,0.1985755646,0.7170542462,0.7700597609,0.4828777975,-1.1476215804,1
0.7353773099,-0.8255375687,0.2003293757,-0.0275230379,0.1813110306,0.011957581,0.0769777368,0.7700390398,-0.7844806591,0.246899314,-0.3969184403,1
-1.5620257449,1.7992852647,-1.13436509,-0.807704688,-0.9022897926,-0.3704458583,1.2625565575,-2.3030789891,1.6121024884,0.9548347647,2.3243804426,1
3.0902154411,-0.6300720386,2.0997022692,0.2561793803,-0.052406794,0.1075584408,-0.1054190048,2.465552435,-1.6265233866,0.8368455229,-0.3969184403,1
0.6779422335,-0.881384863,1.2783518287,-0.3821510607,-0.1161480189,-0.9440510171,-0.6222097728,0.6640694526,-0.8492531766,-0.873998483,-0.8661079028,0
0.0461563935,0.7661103196,1.7403614515,-0.3821510607,0.52126423,-0.2748449984,1.475352756,0.1342215165,-0.9787982116,-0.6970146204,-1.2414594729,0
2.5158646774,0.4031029065,1.9456990616,-0.169374247,-0.5198424432,-0.9440510171,-0.6526092298,1.5648109438,-1.8208409392,-0.5200307577,-0.4907563328,0
2.1138191428,-0.881384863,2.5103774894,1.1782122395,-0.4561012183,-0.8484501573,-0.2574162895,1.935704499,-0.5901631066,-0.343046895,2.4182183351,1
-0.9876749812,1.1570413799,-1.2883682975,3.8024596081,0.7337349796,4.9832022908,2.3569370073,1.405856563,1.0291498309,-0.7560092413,-0.4907563328,0
1.8266437609,0.3472556122,1.6376926464,0.0434025666,-0.0099126441,-0.2748449984,0.0769777368,1.0879478014,-0.8492531766,-0.0480737905,0.5414604848,1
1.8266437609,0.3472556122,1.6376926464,0.0434025666,-0.0099126441,-0.2748449984,0.0769777368,1.0879478014,-0.8492531766,-0.0480737905,0.5414604848,1
0.2184616226,1.3245832629,-0.261680247,-0.169374247,-0.4985953683,-0.6572484377,-0.1358184618,-0.2366720387,-1.3674333166,-0.6380199995,-0.9599457954,0
-0.9876749812,1.1570413799,-1.2883682975,3.8024596081,0.7337349796,4.9832022908,2.3569370073,1.405856563,1.0291498309,-0.7560092413,-0.4907563328,0
-0.3558891411,-1.4957051006,0.1489949732,-0.5949278744,-0.6048307431,0.3943610202,-0.2574162895,-0.9784591491,-0.1367554841,-1.1099769666,0.3537846998,1
2.2286892955,-0.2670646254,1.3810206338,0.0434025666,-0.052406794,0.2987601604,0.5329695909,1.7237653246,-1.3674333166,-0.2840522741,0.0722710223,1
1.7692086846,0.4031029065,1.1243486212,0.1143281712,-0.052406794,-0.5616475779,-0.1662179187,1.405856563,-1.0435707291,-0.1660630323,0.0722710223,1
-0.3558891411,0.9057285554,-1.13436509,0.1143281712,-0.2648775437,-0.0836432788,-0.5918103159,0.346160691,-0.3310730366,-0.2840522741,-1.2414594729,0
0.2184616226,-1.216468629,0.9703454136,-0.807704688,-0.6048307431,-0.4660467181,-0.6526092298,-0.0777176579,0.3166521384,0.6008670393,-0.3030805478,1
0.8502474626,-0.4904538027,1.0216798161,-0.0275230379,-0.5198424432,-0.6572484377,-0.5614108589,0.7170542462,-0.4606180716,-0.0480737905,0.3537846998,1
2.1138191428,-0.7696902744,1.9970334641,0.3271049849,0.1175698057,-0.3704458583,-0.5006119451,1.5118261502,-0.8492531766,-0.1660630323,0.3537846998,1
1.1948579209,-1.048926746,1.5863582439,0.8235842167,1.8385828777,-0.9440510171,-0.9262043422,0.1342215165,-0.7844806591,0.246899314,0.8229741624,1
2.4009945246,-0.3787592141,1.1243486212,1.3909890532,-0.3711129185,0.967966179,0.0769777368,0.7170542462,-1.6912959041,-0.5200307577,-0.7722700103,0
0.3907668517,-0.5463010971,0.3543325833,-0.0275230379,-0.1586421689,0.967966179,1.2017576436,1.0349630078,0.4461971734,-0.2250576532,-0.8661079028,1
0.448201928,-0.4346065084,0.4056669858,-0.0984486425,-0.1586421689,0.6811635996,0.9585619881,1.0349630078,0.4461971734,-0.2250576532,-0.8661079028,0
-0.7004995994,1.1570413799,-0.5696866622,-0.4530766652,0.2662993304,-0.0836432788,0.9281625311,-0.0777176579,-0.2663005191,-0.1070684114,-1.0537836879,0
0.907682539,-0.7138429801,1.3296862313,2.9513523534,0.2025581055,-0.9440510171,-0.8350059714,0.9819782142,-0.2663005191,0.9548347647,1.1983257324,1
0.2758966989,-0.0436754481,0.3543325833,0.1143281712,-0.0099126441,0.7767644594,2.2961380934,0.7700390398,-0.3310730366,-0.2840522741,-0.8661079028,0
0.1610265462,1.1011940856,-0.159011442,2.8804267489,0.6274996048,1.445970478,2.6609315767,2.465552435,0.0575620684,2.4297002871,-1.0537836879,0
1.3097280736,-0.2670646254,1.8943646591,-0.2402998516,0.500017155,-0.9440510171,-0.8046065145,0.1342215165,-0.3310730366,0.0109208304,1.1983257324,1
-0.7579346757,0.2914083178,-0.7750242723,-0.4530766652,0.0750756558,1.7327730574,2.3569370073,-0.6075655939,0.8348322784,-1.0509823457,0.0722710223,0
2.0563840664,-0.8255375687,1.2270174262,-0.3821510607,0.7124879047,-0.8484501573,-0.8046065145,1.5118261502,-0.4606180716,0.6008670393,-0.0215668702,1
-0.8728048285,1.3525069101,-1.3910371026,-0.5240022698,-0.4561012183,1.7327730574,0.1681761076,0.4521302782,2.0007375935,0.1289100722,-0.4907563328,0
0.6779422335,0.1797137292,0.3029981808,-0.0984486425,0.0325815058,1.8283739172,0.6241679617,0.2401911037,-0.2015280016,0.4238831767,1.292163625,1
-0.9876749812,1.7434379703,-1.237033895,-0.169374247,-0.6048307431,1.5415713378,0.0465782799,-0.8195047683,1.3530124184,-0.5790253786,1.7613530875,1
-0.3558891411,2.4136055023,-0.3643490521,-0.3821510607,-0.8597956427,-0.0836432788,0.4113717631,-0.6605503875,0.3166521384,-1.2869608293,0.4476225923,0
1.2522929972,-1.6073996893,1.0216798161,-0.3112254561,-0.4561012183,-0.9440510171,-0.6830086867,0.5580998654,-1.0435707291,1.4267917319,0.5414604848,1
-0.3558891411,2.4136055023,-0.3643490521,-0.3821510607,-0.8597956427,-0.0836432788,0.4113717631,-0.6605503875,0.3166521384,-1.2869608293,0.4476225923,0
-0.9876749812,1.7434379703,-1.237033895,-0.169374247,-0.6048307431,1.5415713378,0.0465782799,-0.8195047683,1.3530124184,-0.5790253786,1.7613530875,1
-1.102545134,0.7940339668,-0.9803618824,-0.3112254561,-0.9022897926,0.2987601604,0.0465782799,-0.9784591491,1.1586948659,-0.9919877248,0.9168120549,1
0.6779422335,1.4083542044,-0.261680247,-0.4530766652,-0.2223833937,-0.9440510171,-0.4398130312,1.0879478014,-0.3310730366,-0.5790253786,0.1661089148,1
0.448201928,-0.0436754481,0.3029981808,-0.8786302926,-0.3711129185,-0.6572484377,-0.5006119451,0.5580998654,-0.4606180716,-0.343046895,-1.0537836879,0
2.5732997538,1.7434379703,1.8430302565,-0.0984486425,0.0113344309,-0.2748449984,-0.3486146604,1.5648109438,-1.3674333166,-0.343046895,-0.0215668702,1
1.2522929972,-1.6073996893,1.0216798161,-0.3112254561,-0.4561012183,-0.9440510171,-0.6830086867,0.5580998654,-1.0435707291,1.4267917319,0.5414604848,1
-0.2984540648,0.1238664349,0.4056669858,-0.2402998516,-0.2861246186,0.48996188,0.5937685048,0.346160691,-0.3958455541,-0.5790253786,-1.1476215804,0
2.0563840664,-0.881384863,2.1510366717,-0.169374247,-0.2011363188,-0.3704458583,-0.6830086867,-0.5015960067,-2.0151584917,-0.0480737905,2.2305425501,1
2.2861243719,-0.7696902744,1.8430302565,-0.169374247,0.0750756558,-0.9440510171,-0.8654054283,1.935704499,-0.9787982116,-0.9919877248,-0.8661079028,0
1.1948579209,-0.6579956857,1.4323550363,0.468956194,-0.2436304687,0.5855627398,0.2289750215,1.5118261502,-1.0435707291,1.367797111,-0.4907563328,1
2.2861243719,-0.7696902744,1.8430302565,-0.169374247,0.0750756558,-0.9440510171,-0.8654054283,1.935704499,-0.9787982116,-0.9919877248,-0.8661079028,0
-0.183583912,0.7940339668,0.1489949732,-0.3821510607,-0.5835836681,2.1151764967,0.472170677,-0.5015960067,-0.3310730366,-0.5790253786,-0.2092426553,1
1.5969034555,-0.4346065084,2.3563742818,0.468956194,-0.4561012183,-0.9440510171,-0.7438076006,0.9819782142,-0.9140256941,0.0109208304,0.7291362699,1
1.1948579209,-0.6579956857,1.4323550363,0.468956194,-0.2436304687,0.5855627398,0.2289750215,1.5118261502,-1.0435707291,1.367797111,-0.4907563328,1
-0.7579346757,0.5147974951,-0.4670178571,-0.7367790835,-0.5410895182,-0.8484501573,0.1073771937,-0.8724895619,-1.4969783516,-0.343046895,-1.0537836879,0
2.458429601,-1.216468629,2.3050398793,-0.2402998516,-0.3286187686,-0.9440510171,-0.531011402,1.0349630078,-2.7924287017,0.9548347647,-0.5845942253,1
2.0563840664,-0.7138429801,1.9456990616,-0.2757626539,-0.4136070684,-0.8484501573,-0.5918103159,1.0879478014,-1.6265233866,0.1289100722,0.8229741624,1
4.1814818921,0.8778049083,2.5103774894,0.8235842167,0.2662993304,-0.9440510171,-0.1054190048,3.4192787198,-2.3390210792,0.1289100722,0.7291362699,1
0.9651176154,-0.4904538027,1.1243486212,0.1143281712,-0.2223833937,-0.4660467181,-0.8350059714,-0.2366720387,-0.5253905891,-0.1660630323,1.1044878399,1
-1.734330974,0.2355610235,-1.3397027001,-0.5949278744,-0.7110661179,-1.0396518769,-0.5918103159,-1.7732310531,1.6768750059,1.0728240065,1.9490288725,1
0.6779422335,1.1570413799,-0.8776930773,-0.3112254561,-0.1798892438,-0.9440510171,-0.4702124881,0.9819782142,-0.5253905891,-0.5790253786,-0.3030805478,1
2.4009945246,-0.8255375687,1.689027049,0.0434025666,-0.1373950939,1.445970478,0.7761652464,1.5118261502,-1.3674333166,0.4238831767,0.0722710223,0
0.5630720808,-0.2670646254,0.0976605707,-0.3112254561,0.8399703544,-0.9440510171,-0.9262043422,0.0282519293,-0.5901631066,0.3648885558,0.7291362699,0
0.1610265462,0.0121718462,-0.261680247,-0.3821510607,0.2662993304,-0.8484501573,-0.5918103159,-0.0247328643,-0.7197081416,-0.5790253786,-0.2092426553,1
2.0563840664,-0.7696902744,2.1510366717,0.1852537758,0.1600639556,0.1075584408,-0.3486146604,1.405856563,-1.3674333166,-0.2840522741,0.3537846998,1
2.0563840664,-0.7696902744,2.1510366717,0.1852537758,0.1600639556,0.1075584408,-0.3486146604,1.405856563,-1.3674333166,-0.2840522741,0.3537846998,1
0.0461563935,-0.881384863,1.3296862313,-0.5240022698,6.9166337941,-0.6572484377,-0.6222097728,0.611084659,-1.6265233866,2.3707056662,-1.2414594729,1
-0.8728048285,0.1797137292,-1.237033895,-0.5949278744,-0.073653869,0.2031593006,-0.3486146604,0.0282519293,0.8348322784,-0.1660630323,-0.3969184403,1
1.1948579209,-1.1047740403,1.8430302565,0.1852537758,-0.073653869,-1.0396518769,-0.7438076006,1.6177957374,-0.3310730366,0.4828777975,0.7291362699,1
-0.7579346757,-1.6632469836,0.6623389984,-0.6658534789,-0.5198424432,0.48996188,0.6241679617,-0.8195047683,1.2234673834,-0.1660630323,0.6352983774,0
1.7117736082,0.5147974951,2.0483678666,1.8874682851,-0.0311597191,-0.9440510171,-0.8350059714,1.0879478014,-0.5901631066,0.1879046931,2.7935699052,1
0.3333317753,0.3472556122,0.6110045959,-0.169374247,0.1600639556,-1.0396518769,-0.7438076006,0.9819782142,0.3814246559,-0.4610361368,-0.1154047627,0
0.5056370044,0.5706447895,-0.3130146495,0.1143281712,0.2025581055,1.2547687584,0.5633690478,1.0879478014,-0.2015280016,-0.4610361368,-0.7722700103,0
1.1948579209,-1.1047740403,1.8430302565,0.1852537758,-0.073653869,-1.0396518769,-0.7438076006,1.6177957374,-0.3310730366,0.4828777975,0.7291362699,1
1.8840788373,0.2914083178,1.9970334641,-0.2402998516,-0.2861246186,-0.5616475779,0.0161788229,2.1476436734,-0.3958455541,-0.5200307577,-1.3352973654,0
0.5056370044,-0.5463010971,1.2783518287,-0.169374247,-0.094900944,-0.1792441386,-0.7134081436,0.4521302782,0.2518796209,-0.2840522741,0.8229741624,1
-0.0112786829,0.486873848,-0.261680247,0.0434025666,-0.0099126441,-0.9440510171,-0.8350059714,0.7700390398,-0.3310730366,-0.2840522741,-1.0537836879,0
1.5394683791,-1.4957051006,2.0997022692,0.0079397644,-0.052406794,-0.5616475779,-0.6526092298,0.1342215165,-0.8492531766,-0.2840522741,1.292163625,0
-0.1261488357,0.7381866725,2.2023710742,-0.2402998516,0.2238051805,0.8723653192,2.508934292,0.2401911037,-1.4969783516,-0.7560092413,-1.3352973654,0
1.8266437609,-1.1885449818,1.3810206338,-0.3112254561,-0.073653869,-1.0396518769,-0.9566037992,1.0349630078,-2.1447035267,0.246899314,-1.1476215804,1
0.9651176154,-1.3281632177,0.6623389984,0.2561793803,0.2238051805,-0.5616475779,-0.6222097728,2.0416740862,1.0939223484,1.4857863528,-0.6784321178,0
1.1374228445,-0.1553700368,0.7650078035,-0.3821510607,-0.3923599935,0.48996188,0.1377766507,0.7700390398,-0.9787982116,0.3648885558,1.0106499474,1
0.2758966989,-0.3787592141,0.9190110111,0.0434025666,-0.4773482933,-0.8484501573,-0.8654054283,-1.0844287363,0.0575620684,0.777850902,3.3565972602,1
1.7692086846,-0.9372321574,2.1510366717,-0.3112254561,0.0538285808,-0.9440510171,-0.7742070575,1.7237653246,-0.9140256941,-0.2250576532,-1.1476215804,1
0.2184616226,1.6317433817,-1.2883682975,-0.9495558971,-0.3711129185,1.923974777,0.0465782799,-0.8195047683,-0.7197081416,-0.4610361368,-0.5845942253,0
2.6881699065,-1.1606213347,1.9456990616,0.0434025666,0.1175698057,-0.0836432788,0.0161788229,1.5118261502,-1.6912959041,-0.2840522741,0.1661089148,0
0.7353773099,0.0680191405,0.7650078035,-0.0984486425,-0.1373950939,0.8723653192,0.1681761076,0.1342215165,-0.7197081416,0.3058939349,0.9168120549,1
